Sentiment,UserID,DateTime,Product,User,Comment,NO_Punctuations,Tokenized_Data,Stop_Words_Removed
4,1022,Mon May 11 05:22:26 UTC 2009,lebron,ksmedia,@cthagod when Lebron is done in the NBA he will probably be greater than Kobe. Like u said Kobe is good but there alot of 'good' players.,cthagod when lebron is done in the nba he will probably be greater than kobe like u said kobe is good but there alot of good players,"['cthagod', 'when', 'lebron', 'is', 'done', 'in', 'the', 'nba', 'he', 'will', 'probably', 'be', 'greater', 'than', 'kobe', 'like', 'u', 'said', 'kobe', 'is', 'good', 'but', 'there', 'alot', 'of', 'good', 'players']","['cthagod', 'lebron', 'done', 'nba', 'probably', 'greater', 'kobe', 'like', 'u', 'said', 'kobe', 'good', 'alot', 'good', 'players']"
4,1023,Mon May 11 05:22:40 UTC 2009,lebron,PrEttIBoIGaRy,KOBE IS GOOD BT LEBRON HAS MY VOTE,kobe is good bt lebron has my vote,"['kobe', 'is', 'good', 'bt', 'lebron', 'has', 'my', 'vote']","['kobe', 'good', 'bt', 'lebron', 'vote']"
0,1024,Mon May 11 05:22:51 UTC 2009,lebron,kellan38,Kobe is the best in the world not lebron .,kobe is the best in the world not lebron ,"['kobe', 'is', 'the', 'best', 'in', 'the', 'world', 'not', 'lebron', '']","['kobe', 'best', 'world', 'lebron', '']"
4,1025,Mon May 11 05:52:44 UTC 2009,world cup,jsincere150,"@asherroth World Cup 2010 Access?? Damn, that's a good look!",asherroth world cup 2010 access damn thats a good look,"['asherroth', 'world', 'cup', '2010', 'access', 'damn', 'thats', 'a', 'good', 'look']","['asherroth', 'world', 'cup', '2010', 'access', 'damn', 'thats', 'good', 'look']"
4,1026,Mon May 11 05:53:33 UTC 2009,world cup 2010,biren,Just bought my tickets for the 2010 FIFA World Cup in South Africa. Its going to be a great summer. http://bit.ly/9GEZI,just bought my tickets for the 2010 fifa world cup in south africa its going to be a great summer httpbitly9gezi,"['just', 'bought', 'my', 'tickets', 'for', 'the', '2010', 'fifa', 'world', 'cup', 'in', 'south', 'africa', 'its', 'going', 'to', 'be', 'a', 'great', 'summer', 'httpbitly9gezi']","['bought', 'tickets', '2010', 'fifa', 'world', 'cup', 'south', 'africa', 'going', 'great', 'summer', 'httpbitly9gezi']"
2,1031,Mon May 11 19:49:06 UTC 2009,fred wilson,DoAndroidsDream,Share: Disruption...Fred Wilson's slides for his talk at Google HQ  http://bit.ly/Bo8PG,share disruptionfred wilsons slides for his talk at google hq  httpbitlybo8pg,"['share', 'disruptionfred', 'wilsons', 'slides', 'for', 'his', 'talk', 'at', 'google', 'hq', 'httpbitlybo8pg']","['share', 'disruptionfred', 'wilsons', 'slides', 'talk', 'google', 'hq', 'httpbitlybo8pg']"
0,2010,Thu May 14 02:58:11 UTC 2009,"""booz allen""",Moc5085,I have to go to Booz Allen Hamilton for a 2hr meeting :(  But then i get to go home :),i have to go to booz allen hamilton for a 2hr meeting   but then i get to go home ,"['i', 'have', 'to', 'go', 'to', 'booz', 'allen', 'hamilton', 'for', 'a', '2hr', 'meeting', 'but', 'then', 'i', 'get', 'to', 'go', 'home', '']","['go', 'booz', 'allen', 'hamilton', '2hr', 'meeting', 'get', 'go', 'home', '']"
4,2011,Thu May 14 03:41:01 UTC 2009,indian election,citizenofindia,"The great Indian tamasha truly will unfold from May 16, the result day for Indian General Election.",the great indian tamasha truly will unfold from may 16 the result day for indian general election,"['the', 'great', 'indian', 'tamasha', 'truly', 'will', 'unfold', 'from', 'may', '16', 'the', 'result', 'day', 'for', 'indian', 'general', 'election']","['great', 'indian', 'tamasha', 'truly', 'unfold', 'may', '16', 'result', 'day', 'indian', 'general', 'election']"
4,2012,Thu May 14 05:23:32 UTC 2009,kindle2,Melonze,"@crlane I have the Kindle2. I've seen pictures of the DX, but haven't seen it in person. I love my Kindle - I'm on it everyday.",crlane i have the kindle2 ive seen pictures of the dx but havent seen it in person i love my kindle  im on it everyday,"['crlane', 'i', 'have', 'the', 'kindle2', 'ive', 'seen', 'pictures', 'of', 'the', 'dx', 'but', 'havent', 'seen', 'it', 'in', 'person', 'i', 'love', 'my', 'kindle', 'im', 'on', 'it', 'everyday']","['crlane', 'kindle2', 'ive', 'seen', 'pictures', 'dx', 'havent', 'seen', 'person', 'love', 'kindle', 'im', 'everyday']"
4,2013,Thu May 14 05:24:33 UTC 2009,kindle2,SPReviews,@criticalpath Such an awesome idea - the  continual learning program with a Kindle2  http://bit.ly/1ZLfF,criticalpath such an awesome idea  the  continual learning program with a kindle2  httpbitly1zlff,"['criticalpath', 'such', 'an', 'awesome', 'idea', 'the', 'continual', 'learning', 'program', 'with', 'a', 'kindle2', 'httpbitly1zlff']","['criticalpath', 'awesome', 'idea', 'continual', 'learning', 'program', 'kindle2', 'httpbitly1zlff']"
2,2014,Thu May 14 05:25:08 UTC 2009,40d,ha_nobita,ok.. do nothing.. just thinking about 40D,ok do nothing just thinking about 40d,"['ok', 'do', 'nothing', 'just', 'thinking', 'about', '40d']","['ok', 'nothing', 'thinking', '40d']"
4,2015,Thu May 14 05:26:03 UTC 2009,40d,Jen2Squared,"@faithbabywear Ooooh, what model are you getting??? I have the 40D and LOVE LOVE LOVE LOVE it!",faithbabywear ooooh what model are you getting i have the 40d and love love love love it,"['faithbabywear', 'ooooh', 'what', 'model', 'are', 'you', 'getting', 'i', 'have', 'the', '40d', 'and', 'love', 'love', 'love', 'love', 'it']","['faithbabywear', 'ooooh', 'model', 'getting', '40d', 'love', 'love', 'love', 'love']"
4,2018,Fri May 15 06:45:54 UTC 2009,india election,__new,The Times of India: The wonder that is India's election. http://bit.ly/p7u1H,the times of india the wonder that is indias election httpbitlyp7u1h,"['the', 'times', 'of', 'india', 'the', 'wonder', 'that', 'is', 'indias', 'election', 'httpbitlyp7u1h']","['times', 'india', 'wonder', 'indias', 'election', 'httpbitlyp7u1h']"
4,2080,Sat May 16 16:18:47 UTC 2009,google,BillVick,http://is.gd/ArUJ Good video from Google on using search options.,httpisgdaruj good video from google on using search options,"['httpisgdaruj', 'good', 'video', 'from', 'google', 'on', 'using', 'search', 'options']","['httpisgdaruj', 'good', 'video', 'google', 'using', 'search', 'options']"
0,2083,Sat May 16 22:42:21 UTC 2009,itchy,xmikeflhxcx,@ambcharlesfield lol. Ah my skin is itchy :( damn lawnmowing.,ambcharlesfield lol ah my skin is itchy  damn lawnmowing,"['ambcharlesfield', 'lol', 'ah', 'my', 'skin', 'is', 'itchy', 'damn', 'lawnmowing']","['ambcharlesfield', 'lol', 'ah', 'skin', 'itchy', 'damn', 'lawnmowing']"
0,2084,Sat May 16 22:42:40 UTC 2009,itchy,Timl9068,itchy back!! dont ya hate it!,itchy back dont ya hate it,"['itchy', 'back', 'dont', 'ya', 'hate', 'it']","['itchy', 'back', 'dont', 'ya', 'hate']"
4,2085,Sat May 16 23:48:10 UTC 2009,stanford,PassionModel,Stanford Charity Fashion Show a top draw http://cli.gs/NeNuAH,stanford charity fashion show a top draw httpcligsnenuah,"['stanford', 'charity', 'fashion', 'show', 'a', 'top', 'draw', 'httpcligsnenuah']","['stanford', 'charity', 'fashion', 'show', 'top', 'draw', 'httpcligsnenuah']"
4,2086,Sat May 16 23:48:38 UTC 2009,stanford,TechUpdater,Stanford University?s Facebook Profile is One of the Most Popular Official University Pages - http://tinyurl.com/p5b3fl,stanford universitys facebook profile is one of the most popular official university pages  httptinyurlcomp5b3fl,"['stanford', 'universitys', 'facebook', 'profile', 'is', 'one', 'of', 'the', 'most', 'popular', 'official', 'university', 'pages', 'httptinyurlcomp5b3fl']","['stanford', 'universitys', 'facebook', 'profile', 'one', 'popular', 'official', 'university', 'pages', 'httptinyurlcomp5b3fl']"
4,2087,Sat May 16 23:58:44 UTC 2009,lyx,robotickilldozr,Lyx is cool.,lyx is cool,"['lyx', 'is', 'cool']","['lyx', 'cool']"
4,2093,Sun May 17 15:04:50 UTC 2009,Danny Gokey,TheDALiSiA,SOOO DISSAPOiNTED THEY SENT DANNY GOKEY HOME... YOU STiLL ROCK ...DANNY ... MY HOMETOWN HERO !! YEAH MiLROCKEE!!,sooo dissapointed they sent danny gokey home you still rock danny  my hometown hero  yeah milrockee,"['sooo', 'dissapointed', 'they', 'sent', 'danny', 'gokey', 'home', 'you', 'still', 'rock', 'danny', 'my', 'hometown', 'hero', 'yeah', 'milrockee']","['sooo', 'dissapointed', 'sent', 'danny', 'gokey', 'home', 'still', 'rock', 'danny', 'hometown', 'hero', 'yeah', 'milrockee']"
4,2094,Sun May 17 15:04:55 UTC 2009,Danny Gokey,fashion_retweet,"RT @PassionModel 'American Idol' fashion: Adam Lambert tones down, Danny Gokey cute ... http://cli.gs/7JWSHV",rt passionmodel american idol fashion adam lambert tones down danny gokey cute  httpcligs7jwshv,"['rt', 'passionmodel', 'american', 'idol', 'fashion', 'adam', 'lambert', 'tones', 'down', 'danny', 'gokey', 'cute', 'httpcligs7jwshv']","['rt', 'passionmodel', 'american', 'idol', 'fashion', 'adam', 'lambert', 'tones', 'danny', 'gokey', 'cute', 'httpcligs7jwshv']"
4,2095,Sun May 17 15:05:07 UTC 2009,Danny Gokey,angelkim17,@dannygokey I love you DANNY GOKEY!! :),dannygokey i love you danny gokey ,"['dannygokey', 'i', 'love', 'you', 'danny', 'gokey', '']","['dannygokey', 'love', 'danny', 'gokey', '']"
2,2096,Sun May 17 15:10:58 UTC 2009,gm,download11,RT @justindavey: RT @tweetmeme GM OnStar now instantly sends accident location coordinates to 911 | GPS Obsessed http://bit.ly/16szL1,rt justindavey rt tweetmeme gm onstar now instantly sends accident location coordinates to 911  gps obsessed httpbitly16szl1,"['rt', 'justindavey', 'rt', 'tweetmeme', 'gm', 'onstar', 'now', 'instantly', 'sends', 'accident', 'location', 'coordinates', 'to', '911', 'gps', 'obsessed', 'httpbitly16szl1']","['rt', 'justindavey', 'rt', 'tweetmeme', 'gm', 'onstar', 'instantly', 'sends', 'accident', 'location', 'coordinates', '911', 'gps', 'obsessed', 'httpbitly16szl1']"
0,2097,Sun May 17 17:27:54 UTC 2009,sleep,nichole17,so tired. i didn't sleep well at all last night.,so tired i didnt sleep well at all last night,"['so', 'tired', 'i', 'didnt', 'sleep', 'well', 'at', 'all', 'last', 'night']","['tired', 'didnt', 'sleep', 'well', 'last', 'night']"
0,2098,Sun May 17 17:29:05 UTC 2009,san francisco,xstaylor,Boarding plane for San Francisco in 1 hour; 6 hr flight. Blech.,boarding plane for san francisco in 1 hour 6 hr flight blech,"['boarding', 'plane', 'for', 'san', 'francisco', 'in', '1', 'hour', '6', 'hr', 'flight', 'blech']","['boarding', 'plane', 'san', 'francisco', '1', 'hour', '6', 'hr', 'flight', 'blech']"
0,2099,Sun May 17 17:29:41 UTC 2009,san francisco,miwahh,bonjour San Francisco. My back hurts from last night..,bonjour san francisco my back hurts from last night,"['bonjour', 'san', 'francisco', 'my', 'back', 'hurts', 'from', 'last', 'night']","['bonjour', 'san', 'francisco', 'back', 'hurts', 'last', 'night']"
2,2100,Sun May 17 17:30:03 UTC 2009,san francisco,bKnapp,"breakers. in San Francisco, CA http://loopt.us/4v88Bw.t",breakers in san francisco ca httplooptus4v88bwt,"['breakers', 'in', 'san', 'francisco', 'ca', 'httplooptus4v88bwt']","['breakers', 'san', 'francisco', 'ca', 'httplooptus4v88bwt']"
2,2101,Sun May 17 17:30:25 UTC 2009,san francisco,rayceja,Heading to San Francisco,heading to san francisco,"['heading', 'to', 'san', 'francisco']","['heading', 'san', 'francisco']"
4,2102,Sun May 17 17:30:48 UTC 2009,san francisco,deepikaC,With my best girl for a few more hours in San francisco. Mmmmmfamily is wonderful!,with my best girl for a few more hours in san francisco mmmmmfamily is wonderful,"['with', 'my', 'best', 'girl', 'for', 'a', 'few', 'more', 'hours', 'in', 'san', 'francisco', 'mmmmmfamily', 'is', 'wonderful']","['best', 'girl', 'hours', 'san', 'francisco', 'mmmmmfamily', 'wonderful']"
0,2103,Sun May 17 17:31:44 UTC 2009,aig,kaaslaw,"F*** up big, or go home - AIG",f up big or go home  aig,"['f', 'up', 'big', 'or', 'go', 'home', 'aig']","['f', 'big', 'go', 'home', 'aig']"
4,2104,Sun May 17 17:34:55 UTC 2009,star trek,Pgobb,Went to see the Star Trek movie last night.  Very satisfying.,went to see the star trek movie last night  very satisfying,"['went', 'to', 'see', 'the', 'star', 'trek', 'movie', 'last', 'night', 'very', 'satisfying']","['went', 'see', 'star', 'trek', 'movie', 'last', 'night', 'satisfying']"
4,2105,Sun May 17 17:35:23 UTC 2009,star trek,qrboy85,"I can't wait, going to see star trek tonight!!",i cant wait going to see star trek tonight,"['i', 'cant', 'wait', 'going', 'to', 'see', 'star', 'trek', 'tonight']","['cant', 'wait', 'going', 'see', 'star', 'trek', 'tonight']"
4,2106,Sun May 17 17:35:58 UTC 2009,star trek,adamrisser,Star Trek was as good as everyone said!!,star trek was as good as everyone said,"['star', 'trek', 'was', 'as', 'good', 'as', 'everyone', 'said']","['star', 'trek', 'good', 'everyone', 'said']"
4,2107,Mon May 18 01:13:21 UTC 2009,Malcolm Gladwell,GoodPhoenix,am loving new malcolm gladwell book - outliers,am loving new malcolm gladwell book  outliers,"['am', 'loving', 'new', 'malcolm', 'gladwell', 'book', 'outliers']","['loving', 'new', 'malcolm', 'gladwell', 'book', 'outliers']"
4,2108,Mon May 18 01:13:42 UTC 2009,Malcolm Gladwell,silentcarto,I highly recommend Malcolm Gladwell's 'The Tipping Point.' My next audiobook will probably be one of his as well.,i highly recommend malcolm gladwells the tipping point my next audiobook will probably be one of his as well,"['i', 'highly', 'recommend', 'malcolm', 'gladwells', 'the', 'tipping', 'point', 'my', 'next', 'audiobook', 'will', 'probably', 'be', 'one', 'of', 'his', 'as', 'well']","['highly', 'recommend', 'malcolm', 'gladwells', 'tipping', 'point', 'next', 'audiobook', 'probably', 'one', 'well']"
0,2109,Mon May 18 01:14:02 UTC 2009,Malcolm Gladwell,kerrrrrr,Malcolm Gladwell is a genius at tricking people into not realizing he's a fucking idiot,malcolm gladwell is a genius at tricking people into not realizing hes a fucking idiot,"['malcolm', 'gladwell', 'is', 'a', 'genius', 'at', 'tricking', 'people', 'into', 'not', 'realizing', 'hes', 'a', 'fucking', 'idiot']","['malcolm', 'gladwell', 'genius', 'tricking', 'people', 'realizing', 'hes', 'fucking', 'idiot']"
0,2110,Mon May 18 01:14:35 UTC 2009,Malcolm Gladwell,bling_crosby,"@sportsguy33 hey no offense but malcolm gladwell is a pretenious, annoying cunt and he brings you down. cant read his shit",sportsguy33 hey no offense but malcolm gladwell is a pretenious annoying cunt and he brings you down cant read his shit,"['sportsguy33', 'hey', 'no', 'offense', 'but', 'malcolm', 'gladwell', 'is', 'a', 'pretenious', 'annoying', 'cunt', 'and', 'he', 'brings', 'you', 'down', 'cant', 'read', 'his', 'shit']","['sportsguy33', 'hey', 'offense', 'malcolm', 'gladwell', 'pretenious', 'annoying', 'cunt', 'brings', 'cant', 'read', 'shit']"
4,2111,Mon May 18 01:15:31 UTC 2009,Malcolm Gladwell,ripplemdk,RT @clashmore: http://bit.ly/SOYv7  Great article by Malcolm Gladwell.,rt clashmore httpbitlysoyv7  great article by malcolm gladwell,"['rt', 'clashmore', 'httpbitlysoyv7', 'great', 'article', 'by', 'malcolm', 'gladwell']","['rt', 'clashmore', 'httpbitlysoyv7', 'great', 'article', 'malcolm', 'gladwell']"
4,2112,Mon May 18 01:16:10 UTC 2009,Malcolm Gladwell,drewlew34,I seriously underestimated Malcolm Gladwell.  I want to meet this dude.,i seriously underestimated malcolm gladwell  i want to meet this dude,"['i', 'seriously', 'underestimated', 'malcolm', 'gladwell', 'i', 'want', 'to', 'meet', 'this', 'dude']","['seriously', 'underestimated', 'malcolm', 'gladwell', 'want', 'meet', 'dude']"
0,2113,Mon May 18 01:21:12 UTC 2009,comcast,MrsGinobili,i hate comcast right now. everything is down cable internet &amp; phone....ughh what am i to do,i hate comcast right now everything is down cable internet amp phoneughh what am i to do,"['i', 'hate', 'comcast', 'right', 'now', 'everything', 'is', 'down', 'cable', 'internet', 'amp', 'phoneughh', 'what', 'am', 'i', 'to', 'do']","['hate', 'comcast', 'right', 'everything', 'cable', 'internet', 'amp', 'phoneughh']"
0,2114,Mon May 18 01:22:40 UTC 2009,comcast,stormygirl223,Comcast sucks.,comcast sucks,"['comcast', 'sucks']","['comcast', 'sucks']"
0,2115,Mon May 18 01:23:00 UTC 2009,comcast,theZoctor,The day I never have to deal with Comcast again will rank as one of the best days of my life.,the day i never have to deal with comcast again will rank as one of the best days of my life,"['the', 'day', 'i', 'never', 'have', 'to', 'deal', 'with', 'comcast', 'again', 'will', 'rank', 'as', 'one', 'of', 'the', 'best', 'days', 'of', 'my', 'life']","['day', 'never', 'deal', 'comcast', 'rank', 'one', 'best', 'days', 'life']"
0,2116,Mon May 18 01:23:30 UTC 2009,comcast,motkeps,@Dommm did comcast fail again??,dommm did comcast fail again,"['dommm', 'did', 'comcast', 'fail', 'again']","['dommm', 'comcast', 'fail']"
2,2117,Mon May 18 03:10:34 UTC 2009,"""twitter api""",YouAnswer,How do you use the twitter API?... http://bit.ly/4VBhH,how do you use the twitter api httpbitly4vbhh,"['how', 'do', 'you', 'use', 'the', 'twitter', 'api', 'httpbitly4vbhh']","['use', 'twitter', 'api', 'httpbitly4vbhh']"
0,2118,Mon May 18 03:10:52 UTC 2009,"""twitter api""",marekdsi,curses the Twitter API limit,curses the twitter api limit,"['curses', 'the', 'twitter', 'api', 'limit']","['curses', 'twitter', 'api', 'limit']"
0,2119,Mon May 18 03:11:27 UTC 2009,"""twitter api""",mikecane,"Now I can see why Dave Winer screams about lack of Twitter API, its limitations and access throttles!",now i can see why dave winer screams about lack of twitter api its limitations and access throttles,"['now', 'i', 'can', 'see', 'why', 'dave', 'winer', 'screams', 'about', 'lack', 'of', 'twitter', 'api', 'its', 'limitations', 'and', 'access', 'throttles']","['see', 'dave', 'winer', 'screams', 'lack', 'twitter', 'api', 'limitations', 'access', 'throttles']"
2,2120,Mon May 18 03:11:50 UTC 2009,"""twitter api""",trivektor,testing Twitter API,testing twitter api,"['testing', 'twitter', 'api']","['testing', 'twitter', 'api']"
0,2121,Mon May 18 03:12:09 UTC 2009,"""twitter api""",rdoc420,Arg. Twitter API is making me crazy.,arg twitter api is making me crazy,"['arg', 'twitter', 'api', 'is', 'making', 'me', 'crazy']","['arg', 'twitter', 'api', 'making', 'crazy']"
2,2122,Mon May 18 03:12:23 UTC 2009,"""twitter api""",Hot_Tweets,Testing Twitter API. Remote Update,testing twitter api remote update,"['testing', 'twitter', 'api', 'remote', 'update']","['testing', 'twitter', 'api', 'remote', 'update']"
4,2137,Tue May 19 16:20:40 UTC 2009,wolfram alpha,jeffswhite,I'm really loving the new search site Wolfram/Alpha. Makes Google seem so ... quaint. http://www72.wolframalpha.com/,im really loving the new search site wolframalpha makes google seem so  quaint httpwww72wolframalphacom,"['im', 'really', 'loving', 'the', 'new', 'search', 'site', 'wolframalpha', 'makes', 'google', 'seem', 'so', 'quaint', 'httpwww72wolframalphacom']","['im', 'really', 'loving', 'new', 'search', 'site', 'wolframalpha', 'makes', 'google', 'seem', 'quaint', 'httpwww72wolframalphacom']"
0,2138,Tue May 19 16:21:05 UTC 2009,wolfram alpha,marriop,"#wolfram Alpha SUCKS! Even for researchers the information provided is less than you can get from #google or #wikipedia, totally useless!",wolfram alpha sucks even for researchers the information provided is less than you can get from google or wikipedia totally useless,"['wolfram', 'alpha', 'sucks', 'even', 'for', 'researchers', 'the', 'information', 'provided', 'is', 'less', 'than', 'you', 'can', 'get', 'from', 'google', 'or', 'wikipedia', 'totally', 'useless']","['wolfram', 'alpha', 'sucks', 'even', 'researchers', 'information', 'provided', 'less', 'get', 'google', 'wikipedia', 'totally', 'useless']"
4,2139,Wed May 20 02:37:18 UTC 2009,nike,kewpiezmom,Off to the NIKE factory!!!,off to the nike factory,"['off', 'to', 'the', 'nike', 'factory']","['nike', 'factory']"
4,2140,Wed May 20 02:38:17 UTC 2009,nike,Chet_Lemon,New nike muppet commercials are pretty cute. Why do we live together again?,new nike muppet commercials are pretty cute why do we live together again,"['new', 'nike', 'muppet', 'commercials', 'are', 'pretty', 'cute', 'why', 'do', 'we', 'live', 'together', 'again']","['new', 'nike', 'muppet', 'commercials', 'pretty', 'cute', 'live', 'together']"
2,2141,Wed May 20 02:38:28 UTC 2009,nike,sneakerfiles,New blog post: Nike Zoom LeBron Soldier 3 (III) - White / Black - Teal http://bit.ly/rouUS,new blog post nike zoom lebron soldier 3 iii  white  black  teal httpbitlyrouus,"['new', 'blog', 'post', 'nike', 'zoom', 'lebron', 'soldier', '3', 'iii', 'white', 'black', 'teal', 'httpbitlyrouus']","['new', 'blog', 'post', 'nike', 'zoom', 'lebron', 'soldier', '3', 'iii', 'white', 'black', 'teal', 'httpbitlyrouus']"
2,2142,Wed May 20 02:38:47 UTC 2009,nike,nikeblog,New blog post: Nike Trainer 1 http://bit.ly/394bp,new blog post nike trainer 1 httpbitly394bp,"['new', 'blog', 'post', 'nike', 'trainer', '1', 'httpbitly394bp']","['new', 'blog', 'post', 'nike', 'trainer', '1', 'httpbitly394bp']"
0,2143,Wed May 20 02:39:22 UTC 2009,nike,laurenornot,@Fraggle312 oh those are awesome! i so wish they weren't owned by nike :(,fraggle312 oh those are awesome i so wish they werent owned by nike ,"['fraggle312', 'oh', 'those', 'are', 'awesome', 'i', 'so', 'wish', 'they', 'werent', 'owned', 'by', 'nike', '']","['fraggle312', 'oh', 'awesome', 'wish', 'werent', 'owned', 'nike', '']"
4,2158,Sat May 23 04:23:54 UTC 2009,shoreline amphitheatre,julieules,@tonyhawk http://twitpic.com/5c7uj - AWESOME!!! Seeing the show Friday at the Shoreline Amphitheatre. Never seen NIN before. Can't wait. ...,tonyhawk httptwitpiccom5c7uj  awesome seeing the show friday at the shoreline amphitheatre never seen nin before cant wait ,"['tonyhawk', 'httptwitpiccom5c7uj', 'awesome', 'seeing', 'the', 'show', 'friday', 'at', 'the', 'shoreline', 'amphitheatre', 'never', 'seen', 'nin', 'before', 'cant', 'wait', '']","['tonyhawk', 'httptwitpiccom5c7uj', 'awesome', 'seeing', 'show', 'friday', 'shoreline', 'amphitheatre', 'never', 'seen', 'nin', 'cant', 'wait', '']"
0,2159,Sat May 23 20:43:16 UTC 2009,weka,gux_kung,"arhh, It's weka bug. = ="" and I spent almost two hours to find that out. crappy me",arhh its weka bug   and i spent almost two hours to find that out crappy me,"['arhh', 'its', 'weka', 'bug', 'and', 'i', 'spent', 'almost', 'two', 'hours', 'to', 'find', 'that', 'out', 'crappy', 'me']","['arhh', 'weka', 'bug', 'spent', 'almost', 'two', 'hours', 'find', 'crappy']"
4,2160,Sun May 24 16:18:46 UTC 2009,50d,GrfxGuru,"@mitzs hey bud :) np I do so love my 50D, although I'd love a 5D mkII more",mitzs hey bud  np i do so love my 50d although id love a 5d mkii more,"['mitzs', 'hey', 'bud', 'np', 'i', 'do', 'so', 'love', 'my', '50d', 'although', 'id', 'love', 'a', '5d', 'mkii', 'more']","['mitzs', 'hey', 'bud', 'np', 'love', '50d', 'although', 'id', 'love', '5d', 'mkii']"
4,2161,Sun May 24 16:18:54 UTC 2009,50d,joelgoodman,@jonduenas @robynlyn just got us a 50D for the office. :D,jonduenas robynlyn just got us a 50d for the office d,"['jonduenas', 'robynlyn', 'just', 'got', 'us', 'a', '50d', 'for', 'the', 'office', 'd']","['jonduenas', 'robynlyn', 'got', 'us', '50d', 'office']"
4,2162,Sun May 24 16:19:00 UTC 2009,50d,trevorcgibson,Just picked up my new Canon 50D...it's beautiful!!  Prepare for some seriously awesome photography!,just picked up my new canon 50dits beautiful  prepare for some seriously awesome photography,"['just', 'picked', 'up', 'my', 'new', 'canon', '50dits', 'beautiful', 'prepare', 'for', 'some', 'seriously', 'awesome', 'photography']","['picked', 'new', 'canon', '50dits', 'beautiful', 'prepare', 'seriously', 'awesome', 'photography']"
4,2163,Sun May 24 16:19:03 UTC 2009,50d,ashpeckham,Just got my new toy. Canon 50D. Love love love it!,just got my new toy canon 50d love love love it,"['just', 'got', 'my', 'new', 'toy', 'canon', '50d', 'love', 'love', 'love', 'it']","['got', 'new', 'toy', 'canon', '50d', 'love', 'love', 'love']"
4,2164,Sun May 24 20:48:13 UTC 2009,lambda calculus,davidivins,Learning about lambda calculus :),learning about lambda calculus ,"['learning', 'about', 'lambda', 'calculus', '']","['learning', 'lambda', 'calculus', '']"
2,2165,Sun May 24 20:49:34 UTC 2009,east palo alto,SCSanFrancisco,"#jobs #sittercity Help with taking care of sick child (East Palo Alto, CA) http://tinyurl.com/qwrr2m",jobs sittercity help with taking care of sick child east palo alto ca httptinyurlcomqwrr2m,"['jobs', 'sittercity', 'help', 'with', 'taking', 'care', 'of', 'sick', 'child', 'east', 'palo', 'alto', 'ca', 'httptinyurlcomqwrr2m']","['jobs', 'sittercity', 'help', 'taking', 'care', 'sick', 'child', 'east', 'palo', 'alto', 'ca', 'httptinyurlcomqwrr2m']"
4,2166,Sun May 24 20:50:19 UTC 2009,east palo alto,nfarzan,I'm moving to East Palo Alto!,im moving to east palo alto,"['im', 'moving', 'to', 'east', 'palo', 'alto']","['im', 'moving', 'east', 'palo', 'alto']"
4,2171,Mon May 25 17:14:58 UTC 2009,stanford,tylerlin,@ atebits I just finished watching your Stanford iPhone Class session. I really appreciate it. You Rock!, atebits i just finished watching your stanford iphone class session i really appreciate it you rock,"['', 'atebits', 'i', 'just', 'finished', 'watching', 'your', 'stanford', 'iphone', 'class', 'session', 'i', 'really', 'appreciate', 'it', 'you', 'rock']","['', 'atebits', 'finished', 'watching', 'stanford', 'iphone', 'class', 'session', 'really', 'appreciate', 'rock']"
4,2172,Mon May 25 17:15:05 UTC 2009,stanford,souleaterjh,@jktweet Hi! Just saw your Stanford talk and really liked your advice. Just saying Hi from Singapore (yes the videos do get around),jktweet hi just saw your stanford talk and really liked your advice just saying hi from singapore yes the videos do get around,"['jktweet', 'hi', 'just', 'saw', 'your', 'stanford', 'talk', 'and', 'really', 'liked', 'your', 'advice', 'just', 'saying', 'hi', 'from', 'singapore', 'yes', 'the', 'videos', 'do', 'get', 'around']","['jktweet', 'hi', 'saw', 'stanford', 'talk', 'really', 'liked', 'advice', 'saying', 'hi', 'singapore', 'yes', 'videos', 'get', 'around']"
2,2173,Mon May 25 17:15:18 UTC 2009,stanford,MbaAdmission,#MBA Admissions Tips Stanford GSB Deadlines and Essay Topics 2009-2010 http://tinyurl.com/pet4fd,mba admissions tips stanford gsb deadlines and essay topics 20092010 httptinyurlcompet4fd,"['mba', 'admissions', 'tips', 'stanford', 'gsb', 'deadlines', 'and', 'essay', 'topics', '20092010', 'httptinyurlcompet4fd']","['mba', 'admissions', 'tips', 'stanford', 'gsb', 'deadlines', 'essay', 'topics', '20092010', 'httptinyurlcompet4fd']"
2,2174,Mon May 25 17:15:35 UTC 2009,stanford,narain,Ethics and nonprofits - http://bit.ly/qsXRp  #stanford #socialentrepreneurship,ethics and nonprofits  httpbitlyqsxrp  stanford socialentrepreneurship,"['ethics', 'and', 'nonprofits', 'httpbitlyqsxrp', 'stanford', 'socialentrepreneurship']","['ethics', 'nonprofits', 'httpbitlyqsxrp', 'stanford', 'socialentrepreneurship']"
4,2175,Mon May 25 17:16:52 UTC 2009,lakers,JuanGir,LAKERS tonight let's go!!!!,lakers tonight lets go,"['lakers', 'tonight', 'lets', 'go']","['lakers', 'tonight', 'lets', 'go']"
4,2176,Mon May 25 17:17:10 UTC 2009,lakers,Alexi_G,Will the Lakers kick the Nuggets ass tonight?,will the lakers kick the nuggets ass tonight,"['will', 'the', 'lakers', 'kick', 'the', 'nuggets', 'ass', 'tonight']","['lakers', 'kick', 'nuggets', 'ass', 'tonight']"
